id,school_name,qs_ranking,country_region,broad_category,specific_field,program_name,program_url,graduate_school_url,degree_type,duration,crawl_status,language_requirements,program_details
10,Massachusetts Institute of Technology (MIT),1,United States,Engineering,General Engineering,Computational Science and Engineering PhD,https://www.mit.edu/academics/computational-science-and-engineering-phd,https://oge.mit.edu/graduate-admissions/programs/,PhD,4-5 years,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 7.0+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Computational Science and Engineering PhD program at Massachusetts Institute of Technology (MIT) is a PhD degree program in General Engineering within the Engineering discipline. This 4-5 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $61,440. Academic Prerequisites: Calculus I-III, Linear Algebra, Statistics, Physics, relevant engineering coursework. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
11,Massachusetts Institute of Technology (MIT),1,United States,Engineering,Computer Science,"Data, Economics, and Design of Policy",https://www.mit.edu/academics/data-economics-and-design-of-policy,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 100+, IELTS: 7.0+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Data, Economics, and Design of Policy program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in Computer Science within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $61,440. Academic Prerequisites: Calculus I & II, Linear Algebra, Differential Equations, Programming experience in Python/Java/C++. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
12,Massachusetts Institute of Technology (MIT),1,United States,Sciences,General Science,"Earth, Atmospheric, and Planetary Sciences",https://www.mit.edu/academics/earth-atmospheric-and-planetary-sciences,https://oge.mit.edu/graduate-admissions/programs/,Unknown,1.5 years,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 7.0+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Earth, Atmospheric, and Planetary Sciences program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Science within the Sciences discipline. This 1.5 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $59,800. Academic Prerequisites: Relevant science background, Statistics, Calculus. No prior professional experience is required for admission. This science program combines theoretical knowledge with laboratory experience and research opportunities. Students will work with faculty on cutting-edge research projects and gain hands-on experience with advanced scientific equipment. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates commonly work in research laboratories, pharmaceutical companies, government agencies, or pursue doctoral research."
13,Massachusetts Institute of Technology (MIT),1,United States,Engineering,General Engineering,Economics,https://www.mit.edu/academics/economics,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 95+, IELTS: 6.5+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Economics program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Engineering within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $59,750. Academic Prerequisites: Calculus I & II, Linear Algebra, Differential Equations, Physics, relevant engineering coursework. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
14,Massachusetts Institute of Technology (MIT),1,United States,Engineering,Computer Science,Electrical Engineering and Computer Science,https://www.mit.edu/academics/electrical-engineering-and-computer-science,https://oge.mit.edu/graduate-admissions/programs/,Unknown,1.5 years,成功,"English Language Requirements: TOEFL iBT: 100+, IELTS: 7.5+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Electrical Engineering and Computer Science program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in Computer Science within the Engineering discipline. This 1.5 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $59,750. Academic Prerequisites: Calculus I & II, Linear Algebra, Differential Equations, Programming experience in Python/Java/C++. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
15,Massachusetts Institute of Technology (MIT),1,United States,Sciences,General Science,Health Sciences and Technology (Joint Harvard-MIT Program),https://www.mit.edu/academics/health-sciences-and-technology-joint-harvard-mit-program,https://oge.mit.edu/graduate-admissions/programs/,Unknown,1.5 years,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 7.0+. Additional Testing: GRE Subject in relevant field recommended. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Health Sciences and Technology (Joint Harvard-MIT Program) program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Science within the Sciences discipline. This 1.5 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $57,500. Academic Prerequisites: Relevant science background, Statistics, Calculus. No prior professional experience is required for admission. This science program combines theoretical knowledge with laboratory experience and research opportunities. Students will work with faculty on cutting-edge research projects and gain hands-on experience with advanced scientific equipment. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates commonly work in research laboratories, pharmaceutical companies, government agencies, or pursue doctoral research."
16,Massachusetts Institute of Technology (MIT),1,United States,Arts & Humanities,General Arts,"History, Anthropology, and Science, Technology, and Society",https://www.mit.edu/academics/history-anthropology-and-science-technology-and-society,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 100+, IELTS: 8.0+. Additional Testing: Writing sample required. International students whose first language is not English must demonstrate English proficiency through standardized testing.","Program Overview: The History, Anthropology, and Science, Technology, and Society program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Arts within the Arts & Humanities discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $61,500. Academic Prerequisites: Bachelor's degree, portfolio of work required. Professional Experience: Writing/creative experience strongly preferred. This program in arts and humanities emphasizes critical thinking, creative expression, and cultural understanding. Students will engage in scholarly research, creative projects, and interdisciplinary collaboration. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Career Prospects: The program prepares students for diverse career paths in academia, industry, government, and non-profit organizations."
17,Massachusetts Institute of Technology (MIT),1,United States,Other,General,"Institute for Data, Systems, and Society",https://www.mit.edu/academics/institute-for-data-systems-and-society,https://oge.mit.edu/graduate-admissions/programs/,MS,2 years,成功,"English Language Requirements: TOEFL iBT: 90+, IELTS: 7.5+. International students whose first language is not English must demonstrate English proficiency through standardized testing.","Program Overview: The Institute for Data, Systems, and Society program at Massachusetts Institute of Technology (MIT) is a MS degree program in General within the Other discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $57,500. Academic Prerequisites: Bachelor's degree from accredited institution. No prior professional experience is required for admission. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Career Prospects: The program prepares students for diverse career paths in academia, industry, government, and non-profit organizations."
18,Massachusetts Institute of Technology (MIT),1,United States,Other,General,Leaders for Global Operations,https://www.mit.edu/academics/leaders-for-global-operations,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 90+, IELTS: 7.5+. International students whose first language is not English must demonstrate English proficiency through standardized testing.","Program Overview: The Leaders for Global Operations program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General within the Other discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $57,500. Academic Prerequisites: Bachelor's degree from accredited institution. No prior professional experience is required for admission. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Career Prospects: The program prepares students for diverse career paths in academia, industry, government, and non-profit organizations."
19,Massachusetts Institute of Technology (MIT),1,United States,Engineering,General Engineering,Linguistics,https://www.mit.edu/academics/linguistics,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 92+, IELTS: 7.5+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Linguistics program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Engineering within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $59,750. Academic Prerequisites: Advanced Mathematics including Calculus and Linear Algebra, Physics, relevant engineering coursework. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
20,Massachusetts Institute of Technology (MIT),1,United States,Engineering,General Engineering,Materials Science and Engineering,https://www.mit.edu/academics/materials-science-and-engineering,https://oge.mit.edu/graduate-admissions/programs/,MA,2 years,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 7.5+. Additional Testing: GRE General: 310+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Materials Science and Engineering program at Massachusetts Institute of Technology (MIT) is a MA degree program in General Engineering within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $61,440. Academic Prerequisites: Calculus I-III, Linear Algebra, Statistics, Physics, relevant engineering coursework. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
21,Massachusetts Institute of Technology (MIT),1,United States,Engineering,General Engineering,Mathematics,https://www.mit.edu/academics/mathematics,https://oge.mit.edu/graduate-admissions/programs/,MA,2 years,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.5+. Additional Testing: GRE General: 315+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Mathematics program at Massachusetts Institute of Technology (MIT) is a MA degree program in General Engineering within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $63,200. Academic Prerequisites: Calculus I & II, Linear Algebra, Differential Equations, Physics, relevant engineering coursework. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
22,Massachusetts Institute of Technology (MIT),1,United States,Engineering,Mechanical Engineering,Mechanical Engineering,https://www.mit.edu/academics/mechanical-engineering,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 95+, IELTS: 7.0+. Additional Testing: GRE General: 310+, GRE Subject recommended. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Mechanical Engineering program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in Mechanical Engineering within the Engineering discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $59,750. Academic Prerequisites: Calculus I-III, Linear Algebra, Statistics, Physics, Mechanics, Materials Science. No prior professional experience is required for admission. This engineering program emphasizes hands-on learning, research opportunities, and industry collaboration. Students will engage in cutting-edge research and develop practical skills for engineering careers. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates typically pursue careers in technology companies, research institutions, consulting firms, or continue with doctoral studies."
23,Massachusetts Institute of Technology (MIT),1,United States,Arts & Humanities,General Arts,Media Arts and Sciences,https://www.mit.edu/academics/media-arts-and-sciences,https://oge.mit.edu/graduate-admissions/programs/,Unknown,1.5 years,成功,"English Language Requirements: TOEFL iBT: 115+, IELTS: 8.0+. Additional Testing: Portfolio required. International students whose first language is not English must demonstrate English proficiency through standardized testing. Creative portfolio submission is mandatory for program evaluation.","Program Overview: The Media Arts and Sciences program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Arts within the Arts & Humanities discipline. This 1.5 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $61,500. Academic Prerequisites: Liberal arts background, writing experience preferred. Professional Experience: Portfolio or creative work experience required. This program in arts and humanities emphasizes critical thinking, creative expression, and cultural understanding. Students will engage in scholarly research, creative projects, and interdisciplinary collaboration. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Career Prospects: The program prepares students for diverse career paths in academia, industry, government, and non-profit organizations."
24,Massachusetts Institute of Technology (MIT),1,United States,Sciences,General Science,Microbiology,https://www.mit.edu/academics/microbiology,https://oge.mit.edu/graduate-admissions/programs/,Unknown,2 years,成功,"English Language Requirements: TOEFL iBT: 90+, IELTS: 7.0+. Additional Testing: GRE General: 315+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation.","Program Overview: The Microbiology program at Massachusetts Institute of Technology (MIT) is a Unknown degree program in General Science within the Sciences discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $57,500. Academic Prerequisites: Relevant science background, Statistics, Calculus. No prior professional experience is required for admission. This science program combines theoretical knowledge with laboratory experience and research opportunities. Students will work with faculty on cutting-edge research projects and gain hands-on experience with advanced scientific equipment. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Graduates commonly work in research laboratories, pharmaceutical companies, government agencies, or pursue doctoral research."
25,Massachusetts Institute of Technology (MIT),1,United States,Business,MBA,MIT Sloan Executive MBA Program,https://www.mit.edu/academics/mit-sloan-executive-mba-program,https://oge.mit.edu/graduate-admissions/programs/,MBA,2 years,成功,"English Language Requirements: TOEFL iBT: 95+, IELTS: 8.0+. Additional Testing: GMAT: 680+ or GRE: 325+. International students whose first language is not English must demonstrate English proficiency through standardized testing. Graduate Record Examination scores are required for admission evaluation. Graduate Management Admission Test or GRE scores are accepted for business programs.","Program Overview: The MIT Sloan Executive MBA Program program at Massachusetts Institute of Technology (MIT) is a MBA degree program in MBA within the Business discipline. This 2 years program is offered at one of the world's leading universities located in United States. Tuition and Fees: Annual tuition for this program is $75,892. Academic Prerequisites: Bachelor's degree, 2+ years work experience preferred. Professional Experience: Minimum 2 years, average 4 years work experience. This MBA program offers comprehensive business education with focus on leadership development, strategic thinking, and global business perspectives. The curriculum includes case studies, team projects, and networking opportunities with industry leaders. Application Process: Prospective students should submit their applications through the university's graduate admissions portal. Standardized test scores, academic transcripts, letters of recommendation, and personal statements are required components of the application. Career Prospects: Alumni often advance to leadership positions in corporations, start their own businesses, or transition to consulting and finance roles."
